payment_id,recharge_id,customer_id,plan_id,subscription_id,amount,payment_date,mode,transaction_id,status,remarks
183,183,3544,183,183,499,29-07-2025,UPI,2edda219-16e9-422e-8282-94d8417e4b40,Failed,Retry
184,184,366,184,184,199,31-10-2025,NetBanking,fea06907-c6d4-476e-93fd-3353ba6cd3d1,Failed,Pending
185,185,3321,185,185,199,08-04-2025,UPI,a868fefe-8b73-4ce3-b605-41e02454b851,Failed,Pending
186,186,3792,186,186,499,29-02-2024,Card,c171e32c-e1a6-4a56-a09e-66273c510f96,Success,Retry
187,187,2549,187,187,999,16-01-2025,UPI,cb503bb7-dd8e-4c0b-8c95-37c972693ce9,Failed,Pending
188,188,463,188,188,499,05-02-2024,NetBanking,f443e79a-8396-4a11-918e-e2b8136d8e16,Failed,OK
189,189,2645,189,189,999,11-10-2024,Wallet,0d280f34-3360-4330-a59c-c4ce63671646,Failed,Pending
190,190,3727,190,190,299,25-07-2025,Wallet,ee42dfcb-2886-44c1-9f4b-a992ab4d3496,Failed,Retry
191,191,3817,191,191,999,05-01-2025,NetBanking,5a985b8c-26e9-4a6f-bbd4-934e51bbeece,Success,Pending
192,192,4397,192,192,599,11-07-2025,NetBanking,a685797a-abc8-4d22-94a8-1078e76333b8,Success,Retry
193,193,4321,193,193,499,15-10-2025,Card,eb450db3-8f65-4e3f-bb80-7f9fd4c30e9f,Failed,Retry
194,194,5424,194,194,399,02-02-2025,Card,c198abeb-18f1-42ad-8530-3f8693ab1ef3,Success,Retry
195,195,4141,195,195,499,22-10-2025,Card,e2cc3430-df90-4fde-8592-e9ae7d7a3794,Failed,Pending
196,196,5620,196,196,399,19-01-2025,UPI,127bbeec-b431-4640-9361-d1447a0912ad,Success,Pending
197,197,380,197,197,199,10-06-2024,UPI,70b54790-c70d-44a1-972a-b4ddc7791bcc,Failed,Pending
198,198,3044,198,198,599,16-09-2024,Wallet,0cf4263a-bf46-4e8f-9bae-0ae21c4ec551,Failed,Retry
199,199,2456,199,199,399,24-11-2025,Wallet,ac1c0caf-c68b-4ba6-9b17-48770d4fe3ed,Success,OK
200,200,5444,200,200,499,06-06-2024,NetBanking,428fe7a1-404c-4475-99c2-a0934ba65208,Failed,Pending
201,201,2175,201,201,599,23-06-2024,Card,9764e2bc-1ce2-432e-a44e-fb9a78acf0b0,Success,Pending
202,202,4757,202,202,199,17-08-2025,NetBanking,f6d894e5-51d9-4c09-99a4-ce68248dc296,Success,Pending
203,203,5151,203,203,199,27-09-2025,Card,0b5e76d3-bd00-45db-bf71-5854456f162b,Failed,Retry
204,204,5846,204,204,499,19-01-2024,UPI,9070b2a6-a69d-4fa9-b7db-0f4c7cfd245c,Failed,OK
205,205,4171,205,205,299,15-09-2025,Card,cecea276-df7c-4665-a547-4528d907d128,Failed,OK
206,206,2839,206,206,999,27-11-2025,Card,3e02fcdf-23f2-49f8-bf90-a28b291bc89f,Success,Retry
207,207,1264,207,207,399,12-01-2024,Card,7915a81a-41ec-4f49-8376-5e514e12b20d,Success,Pending
208,208,753,208,208,999,28-01-2025,Card,261455f8-8723-4ca1-8d99-e57f20d9a586,Failed,Retry
209,209,2750,209,209,599,11-08-2025,Card,4aa1f19a-a39a-4610-b0b0-015ab94cb95b,Failed,Pending
210,210,981,210,210,399,15-10-2024,UPI,275246c4-6e30-472f-925f-c67d0c5252a6,Success,Pending
211,211,1818,211,211,399,16-09-2024,NetBanking,5f73355e-74b1-4cc7-817f-b6127e2eae5b,Failed,Pending
212,212,5610,212,212,399,18-01-2025,NetBanking,acc4b17b-cbb3-47fc-87b3-ae855e65733e,Success,OK
213,213,3152,213,213,399,26-12-2024,NetBanking,906465e7-4c69-438d-a9f5-17250ca7c49d,Failed,OK
214,214,5864,214,214,499,12-09-2024,Wallet,541ce857-06e0-4543-acb2-c46737a66b75,Success,Retry
215,215,5188,215,215,999,18-01-2025,UPI,9815aaec-b164-4a71-a443-1daf129f77eb,Success,Pending
216,216,2380,216,216,999,31-08-2024,Card,519e9d9f-e622-430c-a723-bc287323625f,Failed,Pending
217,217,3288,217,217,999,01-11-2025,Card,7da50d0c-ae51-4764-9c84-986adfdacf47,Failed,Retry
218,218,638,218,218,299,28-08-2024,Wallet,98dc09ae-5dd7-43b3-994d-819dec93e9a6,Success,Retry
219,219,4656,219,219,399,04-01-2025,Card,62b4a971-0846-45f5-8270-e0c027f595a2,Success,OK
220,220,3764,220,220,599,04-05-2024,UPI,21b16d14-ba76-406d-85bd-5faa6de3e0a5,Success,OK
221,221,5215,221,221,999,05-03-2025,NetBanking,b9af98c7-f479-457e-895b-a90fba1f257e,Failed,OK
222,222,1765,222,222,299,21-12-2023,UPI,8e842797-32af-496e-b9a9-eeae3ae41ff0,Failed,Retry
223,223,1564,223,223,599,23-04-2025,Card,842201ca-cd72-4250-8270-a998bdc0abc5,Failed,Retry
224,224,2477,224,224,499,25-03-2024,Card,42eeb582-8de1-4aff-92f3-4d94b182fb37,Failed,Pending
225,225,1958,225,225,199,19-01-2024,Card,9e07f41e-8c23-4728-91ae-b10512f4fb31,Success,Retry
226,226,5901,226,226,999,30-08-2024,NetBanking,d2a48c03-9a58-43e3-8adf-2a6e988e3723,Failed,Retry
227,227,4737,227,227,399,23-12-2023,UPI,a4280d14-4cc0-4391-b240-bcab7b009b95,Failed,Pending
228,228,3493,228,228,299,03-08-2024,UPI,c9fc5998-1e5c-4dfd-978a-8a1e1aed0d49,Failed,Pending
229,229,4553,229,229,299,23-11-2025,NetBanking,28bb92b1-26eb-47d9-bf6c-fac01769e2d7,Success,Pending
230,230,5593,230,230,599,15-05-2024,UPI,794a04a9-1412-4dfb-b684-d9650495195b,Failed,Pending
231,231,479,231,231,499,23-04-2024,Wallet,64579f55-13e9-4b40-89a4-f42ad7183f42,Success,Pending
232,232,1061,232,232,499,27-08-2025,NetBanking,93f889e0-78c9-42f6-8af0-765bfb7ef12a,Success,OK
233,233,1197,233,233,399,19-07-2024,UPI,9ffe5a1d-f696-42bc-8d8b-92054fddb8a7,Success,Retry
234,234,2359,234,234,199,28-07-2024,NetBanking,f332a43b-3267-4eb2-bc49-b5573eb1b323,Success,Retry
235,235,4165,235,235,999,12-02-2024,Card,c964860c-31d6-4852-ab68-fbd0bd13ecae,Failed,Pending
236,236,2785,236,236,299,08-01-2024,Wallet,61ca91a7-ba1f-47ab-97e3-361500d7c97d,Failed,OK
237,237,4741,237,237,399,01-02-2024,Card,cecd8799-53fc-46f1-ad42-f918b9d21ade,Success,Retry
